في	PREP
ال	DET
نوفيام	N
نرمييو	VBZ
ل	PREP
ها	PRO
.	PUNCT
تعب	N
وراء	N
ال	DET
علوم	N
لاهثا	N
.	PUNCT
فقالوا	VBD
:«	PUNCT
یا	PART
سید	N
نا	PRO
ذمی	N
».	PUNCT
ما	NEG
اتنجمش	VBZ
حتى	N
اتسافر	VBZ
.	PUNCT
و	C
ال	DET
وديل	N
متع	GEN
ال	N
صور	N
.	PUNCT
اتبهذلو	VBZ
ني	PRO
وسط	N
ال	DET
جموع	N
.	PUNCT
شوفو	VBD
ال	DET
كياسات	N
كي	PREP
ولات	VBD
في	PREP
عهد	N
ال	DET
تحول	N
.	PUNCT
عجب	N
يا	PART
سي	N
كمال	N
.	PUNCT
و	C
اللي	REL
م	NEG
نجم	VBD
ش	NEG
يحرق	VBZ
مرحبا	ADV
بي	PREP
ه	PRO
.	PUNCT
قلت	VBD
صلى	VBD
الله	N
علي	PREP
ه	PRO
و	C
سلم	VBD
.	PUNCT
ب	PREP
ال	DET
تفرفيش	N
و	C
ال	DET
طلامس	N
و	C
ال	DET
تبقشيش	N
.	PUNCT
نرى	VBZ
في	PREP
ها	PRO
ال	DET
مراة	N
ال	DET
صالحة	ADJ
و	C
ال	DET
تقية	ADJ
اللي	REL
تفهم	VBZ
دين	N
ها	PRO
و	C
ما	NEG
تطيح	VBZ
ش	NEG
في	PREP
ال	DET
خطيءة	N
.	PUNCT
سارق	N
كل	N
ها	PRO
شربة	N
.	PUNCT
انتم	PRO
مثقفون	ADJ
و	C
مجازون	ADJ
و	C
تفعلون	VBZ
ذلك	DEM
ب	N
انفس	
كم	PRO
.	PUNCT
و	C
شيء	N
يقول	VBZ
و	PRO
ملقحين	N
و	PRO
.	PUNCT
ال	DET
داهما	N
:	PUNCT
برا	ADV
هاهوكا	N
في	PREP
ال	DET
بيت	N
كنت	VBD
انا	PRO
نسيرج	VBZ
بي	PREP
ه	PRO
.	PUNCT
ال	DET
طراجي	N
.	PUNCT
و	C
ال	DET
نتيجة	N
:	PUNCT
نمشيو	VBZ
احنا	PRO
في	PREP
ال	DET
ساقين	N
.	PUNCT
ال	DET
فريسة	N
متع	GEN
ديد	N
ي	PRO
ال	DET
جديدة	ADJ
تستنى	VBZ
من	PREP
و	PRO
في	PREP
دينار	N
.	PUNCT
كاين	N
و	PRO
ال	DET
سذاجة	N
و	C
ال	DET
تخلف	N
ال	DET
ذهني	ADJ
هو	PRO
من	PREP
شروط	N
ال	DET
ديمقراطية	N
.	PUNCT
و	C
حلو	VBD
ه	PRO
.	PUNCT
ش	N
&	PUNCT
quot	FW
;	PUNCT
م	PREP
Publié	FW
par	FW
Clandestino	FW
à	FW
l	FW
&#	PUNCT
x	FW
88	PUNCT
;	PUNCT
adresse	FW
88	PUNCT
:	PUNCT
88	PUNCT
88	PUNCT
commentaires	FW
Libellés	FW
:	PUNCT
tunisie	FW
,	PUNCT
ال	DET
روتين	N
ال	DET
يومي	ADJ
ادارة	N
تونسية	ADJ
,	PUNCT
صحة	N
عمومية	ADJ
,	PUNCT
عجز	N
جنسي	ADJ
مزمن	ADJ
,	PUNCT
ميزيريا	N
كلبة	ADJ
.	PUNCT
Liens	FW
vers	FW
ce	FW
message	FW
ملا	PART
تلوث	N
.	PUNCT
الي	REL
موش	NEG
امصدق	ADJ
ال	DET
ايام	N
بينات	N
نا	PRO
.	PUNCT
ترى	VBZ
برى	ADV
اعمل	VBD
طلة	N
على	PREP
ال	DET
عرق	N
هذاك	DEM
.	PUNCT
في	PREP
ال	N
طبرطيع	N
متاع	GEN
و	PRO
.	PUNCT
و	C
وحد	VBD
صفوف	N
شباب	N
نا	PRO
.	PUNCT
ل	PREP
ل	DET
انتماء	N
ل	PREP
ل	DET
ترجي	N
!	PUNCT
دخلت	VBD
ال	DET
بيت	N
متاع	GEN
ها	PRO
و	C
سكرت	VBD
على	PREP
روح	N
ها	PRO
و	C
حتى	N
ال	DET
نشدة	N
ما	NEG
نشدت	VBD
ش	NEG
على	PREP
بابا	N
كي	PREP
ال	DET
عادة	N
.	PUNCT
ان	C
و	
لا	NEG
يصلح	VBZ
و	C
لا	NEG
يصلح	VBZ
.	PUNCT
ياسيدي	N
ما	NEG
نطول	VBZ
ش	NEG
علي	PREP
كم	PRO
.	PUNCT
و	C
ال	DET
اعادة	N
متع	GEN
ماتش	N
بني	N
خلاد	N
و	C
قصان	N
ال	DET
ضو	N
متاع	GEN
ماتش	N
حمام	N
ال	DET
انف	N
.	PUNCT
يزي	VBZ
ما	NEG
هزيت	VBD
و	C
نفضت	VBD
،	PUNCT
انا	PRO
تونسي	ADJ
انتفضت	VBD
،	PUNCT
و	C
ما	NEG
تقول	VBZ
ش	NEG
تفضت	VBD
و	C
ما	NEG
تقول	VBZ
ش	NEG
فهمت	VBD
نا	PRO
».	PUNCT
باش	PART
تعطي	VBZ
ك	PRO
هدية	N
.	PUNCT
ف	C
ب	PREP
حيث	N
ما	NEG
غلط	VBD
ش	NEG
اللي	REL
قال	VBD
بطولات	N
نا	PRO
بوديوم	N
و	C
ال	DET
مرتبة	N
ل	DET
ولة	ADJ
وبوطولات	N
كم	PRO
كي	PREP
تربحوا	VBZ
ال	DET
ترجي	N
.	PUNCT
هاي	DEM
بعثت	VBD
ل	PREP
سيد	N
ي	PRO
ب	N
وزيد	N
88	PUNCT
مليار	N
اش	INTEROG
تحبوا	VBZ
اكثر	ADJ
من	PREP
هكا	N
؟	PUNCT
لا	NEG
شفاءا	N
لا	NEG
تفرهيد	N
.	PUNCT
باش	PART
نستنا	VBZ
ك	PRO
ما	NEG
ني	PRO
ش	NEG
مروح	N
كان	N
ما	PART
تخرج	VBZ
.	PUNCT
ما	PART
هو	PRO
ال	DET
ريس	N
علم	VBD
و	PRO
ال	DET
سفير	N
ال	DET
امريكي	ADJ
ال	DET
لعبة	N
هذه	DEM
.	PUNCT
و	C
ل	PREP
يوم	N
&	PUNCT
quot	FW
;	PUNCT
khouk	FW
,	PUNCT
hel	FW
8	PUNCT
alem	FW
baddalni	FW
khanwalli	FW
ghney	FW
w	FW
moughenni	FW
hani	FW
ma	FW
88adt	PUNCT
ken	FW
net8allem	PUNCT
seket	FW
lezemni	FW
netkallem	FW
dima	FW
ykassrouli	FW
fi	FW
rasi	FW
w	FW
8	PUNCT
atta	FW
jari	FW
echmen	FW
kazi	FW
li	FW
yt	FW
8	PUNCT
allem	FW
jomla	FW
yji	FW
yfazi	FW
enn	FW
8ess	PUNCT
fi	FW
ro8i	PUNCT
dephasé	FW
.	PUNCT
خو	N
ك	PRO
ه	DEM
ل	DET
عالم	N
بدل	VBD
ني	PRO
.	PUNCT
خنو	VBD
ل	PREP
ي	PRO
غني	ADJ
و	C
مغني	ADJ
.	PUNCT
هاني	EMPH
ما	NEG
قعدت	VBD
كان	PART
نتعلم	VBZ
.	PUNCT
ساكت	VBD
لازم	N
ني	PRO
ننتكلم	VBZ
.	PUNCT
ديما	ADV
يكاسرو	VBZ
ل	PREP
ي	PRO
في	PREP
راس	N
ي	PRO
.	PUNCT
و	C
حتى	N
جار	N
ي	PRO
اش	INTEROG
من	PREP
كازي	N
.	PUNCT
الي	REL
يتعلم	VBZ
جملة	N
يجي	VBZ
يفازي	VBZ
.	PUNCT
انحس	VBZ
في	PREP
روح	N
ي	PRO
ديفاز	N
ي	PRO
.	PUNCT
ey	FW
ey	FW
ey	FW
.	PUNCT
صور	N
ال	DET
صين	N
بين	N
ي	PRO
و	C
بين	N
و	PRO
.	PUNCT
قال	VBD
ك	PRO
تظامن	VBD
مع	PREP
سيد	N
ي	PRO
ب	N
وزيد	N
،	PUNCT
اشبي	INTEROG
ها	PRO
سيد	N
ي	PRO
ب	N
وزيد	N
هز	VBD
ها	PRO
ال	DET
واد	N
و	C
الا	C
ال	DET
قياضنات	N
؟	PUNCT
ليلة	N
من	PREP
ال	DET
ليالي	N
،	PUNCT
و	C
هوما	PRO
راقدين	ADJ
.	PUNCT
ال	DET
سياسة	N
و	C
ال	DET
كورة	N
.	PUNCT
مالا	PART
كيفاش	INTEROG
يتباع	VBZ
؟	PUNCT
ال	DET
حكاية	N
احبو	VBD
اخلو	VBD
ال	DET
شباب	N
ادور	N
في	PREP
ال	DET
فارع	N
في	PREP
شيعة	N
و	C
سنة	N
.	PUNCT
تجربة	N
افكار	N
جديدة	ADJ
تدفع	VBZ
الى	PREP
نماذج	N
من	PREP
ال	DET
سلوك	N
ال	DET
جديدة	ADJ
و	C
يقصد	VBZ
وايتهد	N
ب	PREP
ال	DET
مغامرات	N
ال	DET
فكرية	ADJ
ال	DET
افكار	N
اللي	REL
تسبق	VBZ
ال	DET
حوادث	N
و	C
تطلب	VBZ
ان	PART
تتحقق	VBZ
.	PUNCT
يرفضو	VBZ
ه	PRO
ديراكت	N
.	PUNCT
جابوا	VBD
ل	PREP
هم	PRO
غسلوا	VBD
و	C
جو	N
هم	PRO
؟	PUNCT
يحل	VBZ
ها	PRO
.	PUNCT
و	C
تحضرو	VBZ
و	C
تقعد	VBZ
تستنى	VBZ
ال	DET
فترة	N
ال	DET
مناسبة	ADJ
(	PUNCT
اي	PART
قصف	N
اسراءيلي	ADJ
و	C
الا	C
مجزرة	N
امريكية	ADJ
في	PREP
ال	DET
عراق	N
اي	PART
ان	PART
ك	PRO
ب	PREP
قدرة	N
رب	N
ي	PRO
ماكش	NEGCOP
باش	PART
تستنى	VBZ
برشة	ADV
)	PUNCT
باش	PART
تلانصي	VBZ
ال	DET
غناية	N
و	C
تولي	VBZ
ال	DET
اولى	N
في	PREP
ال	DET
بث	N
.	PUNCT
و	C
انزيد	VBZ
انقول	VBZ
ل	PREP
لي	REL
يحب	VBZ
يتجاهل	VBZ
ال	DET
حكاية	N
هاذية	DEM
.	PUNCT
تعداد	N
سکان	N
ها	PRO
عام	N
8888	PUNCT
بلغ	N
888الفا	PUNCT
نسبة	N
ال	DET
عرب	N
في	PREP
ها	PRO
88	PUNCT
%.	PUNCT
كبر	N
ال	DET
بطن	N
و	C
فراغ	N
ال	DET
راس	N
.	PUNCT
داخلين	ADJ
ب	PREP
ال	DET
ربح	N
!	PUNCT
ال	DET
مرا	N
ال	DET
متعدية	ADJ
يقيسو	VBZ
ها	PRO
طول	N
و	C
عرض	N
.	PUNCT
توة	ADV
كل	N
مسءول	N
و	C
لا	NEG
و	PRO
عيني	N
ه	PRO
على	PREP
اكتاف	N
و	
.	PUNCT
لهنا	ADV
نحب	VBZ
نستحضر	VBZ
كلمات	N
كان	PART
قال	VBD
هم	PRO
بيق	N
تراپ	N
بو	N
ي	PRO
و	C
الي	REL
صراحة	N
تلخص	VBZ
ال	DET
وضع	N
ال	DET
كل	N
:&	PUNCT
quot	FW
;	PUNCT
ممكن	N
ان	N
اتف	VBZ
هم	PRO
انزعاج	N
بعض	N
&	PUNCT
quot	FW
;	PUNCT
ال	DET
محافظين	N
&	PUNCT
quot	FW
;	PUNCT
من	PREP
برامج	N
قناة	N
نسمة	N
،	PUNCT
ولكن	C
و	C
صف	N
ها	PRO
ب	PREP
ال	DET
صهيونية	N
فرد	N
مرة	N
ظاهر	ADJ
ل	PREP
ي	PRO
مبالغ	N
في	PREP
ه	PRO
شوية	ADJ
.	PUNCT
باش	PART
ما	NEG
نقول	VBZ
ش	NEG
حاجة	N
اخرى	N
،	PUNCT
ال	DET
مرة	N
ال	DET
جاية	ADJ
الي	REL
باش	PART
يحل	VBZ
كعبة	N
دلاع	N
يلقا	VBZ
ها	PRO
ماسطة	N
باش	PART
يعمل	VBZ
ل	PREP
نا	PRO
جروب	N
على	PREP
فايسبوك	N
و	C
يدعو	VBZ
ل	PREP
ل	DET
قضاء	N
على	PREP
ال	DET
دلاع	N
ال	DET
صهيوني	N
.	PUNCT
لم	NEG
ينتب	VBZ
ه	PRO
احد	N
او	C
يتساءل	VBZ
.	PUNCT
براف	VBD
و	PRO
مقداد	N
.	PUNCT
كيما	PART
هاك	DEM
ال	DET
وليدات	N
اللي	REL
خلاو	VBD
هم	PRO
و	C
ال	DET
ديهم	N
في	PREP
ال	DET
غابة	N
,	PUNCT
و	C
هربو	VBD
علي	PREP
هم	PRO
,	PUNCT
قعدو	VBD
&	PUNCT
quot	FW
;	PUNCT
لا	NEG
دار	N
و	C
لا	NEG
دوار	N
&	PUNCT
quot	FW
;	PUNCT
,	PUNCT
لا	NEG
اصل	N
لا	NEG
مفصل	N
,	PUNCT
لا	NEG
ساس	N
لا	NEG
مرجعيات	N
.	PUNCT
و	C
بدى	N
كل	N
واحد	N
اوشوشل	VBD
و	PRO
في	PREP
وذن	N
و	PRO
.	PUNCT
حتى	N
تكون	VBZ
ال	DET
جمعية	N
ال	DET
رياضية	ADJ
هاذي	DEM
.	PUNCT
اشنوه	INTEROG
ال	DET
ملك	N
امتاع	GEN
ال	DET
ملك	N
؟	PUNCT
بابا	N
.	PUNCT
ال	DET
مرفقات	N
:	PUNCT
ش	N
/	PUNCT
ط	N
.	PUNCT
و	C
من	PREP
بعد	N
قالت	VBD
:	PUNCT
-	PUNCT
ما	NEG
تقعد	VBZ
ش	NEG
ماشي	N
جاي	N
،	PUNCT
هك	EMPH
اتنرفزن	VBZ
ي	PRO
!	PUNCT
ياخذوا	VBZ
في	PREP
فلوس	N
ب	PREP
دون	N
جهد	N
ولا	C
تضحية	N
.	PUNCT
ال	DET
داهما	N
و	C
هو	PRO
يضحك	N
:	PUNCT
علاش	INTEROG
ما	NEG
عمر	N
ك	PRO
ما	NEG
شوفت	VBD
ني	PRO
متكستم	ADJ
؟	PUNCT
بيره	N
غارق	N
ياسر	VBZ
،	PUNCT
عالم	N
ال	DET
دموع	N
!	PUNCT
و	C
من	PREP
ها	PRO
رجال	N
باب	N
سويقة	N
بعثوا	VBD
مرسول	N
ل	PREP
رجال	N
باب	N
جديد	ADJ
.	PUNCT
ثقافة	N
معوجة	ADJ
ما	NEG
اتخرج	N
كان	PART
ناس	N
امعوجة	ADJ
و	C
دكتاتورين	N
قبل	N
ما	PART
اكون	VBD
و	PRO
دكاترة	N
!	PUNCT
و	C
من	PREP
اراد	N
من	PREP
كم	PRO
طريق	N
ال	DET
حق	N
و	C
ال	DET
شهامة	N
و	C
ال	DET
رجولة	N
.	PUNCT
ما	PART
و	PRO
قل	VBD
ي	PRO
حنبعل	N
ايعيش	VBZ
بنت	N
ي	PRO
.	PUNCT
زينب	N
فراشة	N
في	PREP
شكل	N
انسان	N
.	PUNCT
قلت	VBD
استغفر	VBD
الله	N
.	PUNCT
و	C
حبست	VBD
ال	DET
حرب	N
جا	N
لوخيتو	N
و	PRO
ال	DET
صغيرة	ADJ
ال	DET
كويت	N
قال	VBD
ها	PRO
كاسك	N
ي	PRO
حق	N
ال	DET
دم	N
88	PUNCT
مليار	N
دولار	N
برك	ADV
.	PUNCT
ممكن	N
نجموا	VBZ
ناخذو	VBZ
في	PREP
ال	DET
سياق	N
هذا	DEM
قول	N
برتراند	N
فرج	VBD
ل	PREP
ي	PRO
.	PUNCT
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
نفت	VBD
وزارة	N
ال	DET
خارجية	N
وجود	N
طلب	N
رسمي	ADJ
جزاءري	ADJ
ل	PREP
استرجاع	N
مدفع	N
بابا	N
مرزوق	N
من	PREP
فرنسا	N
،	PUNCT
على	PREP
عكس	N
ما	PART
صرحت	VBD
ب	PREP
ه	PRO
.	PUNCT
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
مستشارة	N
ب	PREP
وزارة	N
ال	DET
دفاع	N
ال	DET
فرنسية	ADJ
ال	DET
جمعة	N
ال	DET
ماضي	ADJ
.	PUNCT
شكرا	N
على	PREP
غجتهاد	N
ك	PRO
و	C
ال	DET
قليب	N
متاع	GEN
ك	PRO
الي	REL
ظاهر	N
تعدى	N
ل	PREP
اولاد	N
ك	PRO
.	PUNCT
ال	DET
يوم	N
ريت	VBD
قرينتا	N
و	C
رجال	N
على	PREP
ال	DET
ميدان	N
براف	N
و	PRO
ال	DET
ملاعبية	ADJ
.	PUNCT
اقوى	N
نكتة	N
مهبطين	N
ها	PRO
ايتام	N
شيبوب	N
من	PREP
تصر	N
ال	DET
وحيشي	ADJ
يتصل	VBZ
ب	PREP
مجد	N
ي	PRO
ال	DET
تراوي	ADJ
ل	PREP
انتداب	N
ه	PRO
و	C
ال	DET
اعب	N
موافق	N
ناقصين	N
موعاقين	ADJ
هع	N
هع	N
هع	N
.	PUNCT
ال	DET
حب	N
كل	N
و	PRO
.	PUNCT
مربوحة	N
انشاء	VBD
الله	N
.	PUNCT
تي	PART
ع	PREP
ال	DET
اقل	N
نفرحو	VBZ
في	PREP
ال	DET
هوند	N
.	PUNCT
ب	PREP
ال	DET
له	N
بارس	N
ام	N
ك	PRO
يا	PART
ادمين	N
سيب	N
علي	PREP
نا	PRO
باش	PART
اهز	VBD
ب	PREP
ال	DET
قصداوي	N
ولا	C
بازيكال	N
او	C
ماسي	VBD
ل	PREP
و	PRO
ب	PREP
ال	DET
يعقوبي	N
تيري	VBZ
الي	REL
يتعزز	VBZ
علي	PREP
نا	PRO
ب	PREP
ال	DET
بيرو	N
ال	DET
مزيان	N
الي	REL
هرب	N
علي	PREP
نا	PRO
ال	DET
جوارات	N
فرنسيس	ADJ
سايدو	N
تاغوي	N
.	PUNCT
كما	PART
ان	PART
ال	DET
ملعب	N
سيستقبل	VBZ
اكثر	ADJ
من	PREP
طاقة	N
استعاب	N
ه	PRO
غدا	ADV
.	PUNCT
ال	DET
حاكم	N
انسا	VBD
ه	PRO
!	PUNCT
نمشيو	VBZ
نتنازل	VBD
و	PRO
على	PREP
ال	DET
وطنية	N
ب	PREP
ال	DET
سهولة	N
هاذية	DEM
.	PUNCT
هي	PRO
رب	N
ي	PRO
معا	PREP
ك	PRO
و	C
سايس	VBD
روح	N
ك	PRO
يا	PART
خو	N
يا	PRO
.	PUNCT
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
ال	DET
نظرية	N
هاذي	DEM
ال	DET
فرنسيس	N
ردو	VBD
ها	PRO
ل	PREP
نا	PRO
حاجة	N
كبيرة	ADJ
،	PUNCT
و	C
هي	PRO
كيف	PART
نجيو	VBZ
نشوفو	VBZ
حكاية	N
فارغة	ADJ
.	PUNCT
عداو	VBD
ها	PRO
بي	PREP
ها	PRO
على	PREP
ال	DET
امريكان	N
و	C
برشة	ADJ
بلدان	N
اخرى	ADJ
اللي	REL
خذات	VBD
بي	PREP
ها	PRO
في	PREP
تنظيم	N
ال	DET
سلطة	N
متاع	GEN
ها	PRO
،	PUNCT
غفلو	VBD
هم	PRO
مساكن	N
و	C
قعدو	VBD
يعايرو	VBZ
في	PREP
هم	PRO
على	PREP
مدى	N
ال	DET
دهر	N
،	PUNCT
قال	VBD
اشنوة	INTEROG
نحنا	PRO
علمنا	VBD
كم	PRO
ال	DET
حرية	N
و	C
ال	DET
ديموقراطية	N
.	PUNCT
في	PREP
ساءر	N
ال	DET
ايام	N
يخدم	VBZ
صانع	N
شيشة	N
في	PREP
ال	DET
قهوة	N
.	PUNCT
هزو	VBD
ه	PRO
مقابل	N
ه	PRO
ل	PREP
ل	DET
حبس	N
.	PUNCT
و	C
انا	PRO
تعرفو	VBZ
ني	PRO
ما	NEG
نخاف	VBZ
من	PREP
حد	N
.	PUNCT
تحرك	N
و	PRO
حسسو	VBD
نا	PRO
ان	PART
كم	PRO
تخافوا	VBZ
علي	PREP
مصلحة	N
ال	DET
فريق	N
.	PUNCT
في	PREP
صدر	N
و	PRO
باش	PART
ما	NEG
ايطلع	VBZ
ش	NEG
ال	DET
عصى	N
.	PUNCT
في	PREP
ال	DET
اثناء	N
.	PUNCT
حتى	N
من	PREP
ال	DET
ياسمين	N
ما	NEG
سلم	VBD
ش	NEG
.	PUNCT
برة	ADV
انسكتو	VBZ
هم	PRO
ب	PREP
ل	DET
قيب	N
.	PUNCT
رجال	N
باب	N
جديد	ADJ
ما	NEG
عجبت	VBD
هم	PRO
ش	NEG
ال	DET
تصرفات	N
هاذي	DEM
.	PUNCT
تست	N
.	PUNCT
هي	PRO
وسيطة	N
هوى	N
خلات	VBD
ال	DET
بطل	N
&	PUNCT
quot	FW
;	PUNCT
ال	DET
هاشمي	N
&	PUNCT
quot	FW
;	PUNCT
يعرف	VBZ
تجربت	N
و	PRO
ال	DET
جنسية	ADJ
ال	DET
اولى	ADJ
مع	PREP
&	PUNCT
quot	FW
;	PUNCT
امينة	N
&	PUNCT
quot	FW
;	PUNCT
.	PUNCT
ثم	EXT
حتى	N
برشة	ADJ
فلوس	N
ايطيح	VBZ
في	PREP
ال	DET
قاعة	N
باش	PART
تبدى	VBZ
ال	DET
رجال	N
اتبربش	N
في	PREP
ها	PRO
ك	PART
ال	DET
دجاج	N
.	PUNCT
صفر	N
و	PRO
معا	PREP
نا	PRO
في	PREP
ال	DET
قيراج	N
و	C
ال	DET
بيلوز	N
.	PUNCT
و	C
في	PREP
اذن	N
ي	PRO
ب	PREP
مشاكل	N
ها	PRO
هامسا	ADJ
.	PUNCT
و	C
ال	DET
سواحلية	N
فاهمين	ADJ
ال	DET
لعبة	N
.	PUNCT
و	C
اللي	REL
عملت	VBD
ال	DET
حنة	N
نرمييو	VBZ
ل	PREP
ها	PRO
و	C
اللي	REL
عرست	VBD
نرمييو	VBZ
ل	PREP
ها	PRO
.	PUNCT
بابا	N
ما	NEG
عمر	N
و	PRO
ما	NEG
عطا	VBD
ني	PRO
مصروف	N
ي	PRO
و	C
الا	C
قال	VBD
برا	ADV
ولد	N
ي	PRO
ما	NEG
ك	PRO
تقرا	VBZ
بعيد	ADV
،	PUNCT
شد	VBD
باش	PART
تشري	VBZ
فطور	N
ك	PRO
.	PUNCT
و	C
انا	PRO
نهار	N
كامل	ADJ
مشنقل	ADJ
في	PREP
ال	DET
كار	N
ال	DET
صفراء	ADJ
،	PUNCT
و	C
ساق	N
في	PREP
ال	DET
كار	N
و	C
ساق	N
في	PREP
ال	DET
هواء	N
ال	DET
برا	ADJ
.	PUNCT
و	C
كان	VBD
لبست	VBD
حاجة	N
زبورة	ADJ
نوصل	VBZ
بي	PREP
ها	PRO
مهنتلة	N
ل	PREP
ل	DET
فاك	N
.	PUNCT
و	C
نمشي	VBZ
في	PREP
ال	DET
ظلام	N
و	C
نروح	VBZ
في	PREP
ال	DET
ظلام	N
.	PUNCT
و	C
هاذاكا	DEM
ال	DET
كل	N
و	C
مشكلة	N
ام	N
ي	PRO
نحب	VBZ
ها	PRO
تطلق	VBZ
من	PREP
بابا	N
و	C
نخرج	VBZ
نكري	VBZ
انا	PRO
ويا	PREP
ها	PRO
وحد	ADV
نا	PRO
.	PUNCT
وقت	N
اللي	REL
فكر	VBD
ه	PRO
اتجي	VBZ
ك	PRO
انت	PRO
ل	PREP
ولان	N
ي	PRO
،	PUNCT
ما	NEG
ك	PRO
اتسجل	VBZ
ها	PRO
:	PUNCT
تولى	VBZ
ملك	N
ك	PRO
!	PUNCT
مور	VBD
و	PRO
:	PUNCT
هاني	EMPH
نسايس	VBZ
في	PREP
ك	PRO
كيما	PART
وصا	VBD
ني	PRO
مهدي	N
.	PUNCT
و	C
لكن	C
ه	PRO
هجوميا	N
قادر	ADJ
على	PREP
ال	DET
اضافة	N
.	PUNCT
راهي	EMPH
قات	VBD
ل	PREP
ي	PRO
الي	REL
هي	PRO
من	PREP
سلالة	N
محمد	N
رسول	N
الله	N
.	PUNCT
ال	DET
سلطان	N
ب	PREP
يد	N
و	PRO
.	PUNCT
ف	C
حرام	N
علي	PREP
كم	PRO
ان	N
تحشرو	VBZ
ه	PRO
في	PREP
ال	DET
نفاق	N
و	C
ال	DET
كذب	N
و	C
ال	DET
اخلاق	N
ال	DET
عادما	ADJ
.	PUNCT
فيق	VBD
و	C
بديت	VBD
نظرب	VBZ
في	PREP
ه	PRO
على	PREP
وجه	N
و	PRO
.	PUNCT
ل	PREP
ان	PART
ي	PRO
احب	VBZ
هم	PRO
يا	PART
حبيب	N
ي	PRO
ال	DET
منتدى	ADJ
.	PUNCT
لازم	N
نلقا	VBZ
ها	PRO
!	PUNCT
ب	PREP
ال	DET
له	N
و	C
غدوة	ADJ
كي	PREP
ولي	VBD
اعيط	VBD
ل	PREP
و	PRO
رءيس	N
جمعيت	N
و	PRO
le	FW
vieux	FW
اش	INTEROG
يعمل	VBZ
.	PUNCT
توة	ADV
كل	N
مسءول	N
ولاو	VBD
عيني	N
ه	PRO
على	PREP
اكتاف	N
و	PRO
.	PUNCT
ال	DET
داهما	N
:	PUNCT
برا	VBD
هاهوكا	N
في	PREP
ال	DET
بيت	N
كنت	VBD
انا	PRO
نسيرج	VBZ
بي	PREP
ه	PRO
.	PUNCT
ب	PREP
ال	DET
تفرفيش	N
و	C
ال	DET
طلامس	N
و	C
ال	DET
تبقشيش	N
.	PUNCT
و	C
كلفو	VBD
ني	PRO
ب	PREP
ملف	N
ال	DET
حكم	N
ال	DET
مسعي	ADJ
.	PUNCT
و	C
في	PREP
حركت	N
هم	PRO
الي	REL
ما	NEG
اتنجم	VBZ
اتكون	VBZ
كان	VBD
تحت	N
اسم	N
.	PUNCT
و	C
علاش	INTEROG
لا	NEG
طرح	N
ها	PRO
ل	PREP
ل	DET
نقاش	N
في	PREP
ال	DET
برلمان	N
ل	PREP
ان	PART
و	PRO
حاليا	ADV
مافماش	EXT
غير	N
ال	DET
برلمان	N
ب	PREP
ال	DET
اطياف	N
ال	DET
سياسية	ADJ
اللي	REL
تمثلو	VBZ
ينجم	VBZ
يجزم	VBZ
في	PREP
قضية	N
&	PUNCT
quot	FW
;	PUNCT
تركري	VBZ
ك	PRO
ال	DET
