تل	N
و	PRO
ث	N
.	PUNCT
إل	N
ي	PRO
موش	NEG
إمصدق	N
ال	DET
آيام	N
بينات	N
نا	PRO
.	PUNCT
ترى	VBZ
ب	P
رى	N
أعمل	N
طل	N
ة	N
على	P
ال	DET
عرق	N
هذا	N
ك	PRO
.	PUNCT
في	P
الط	N
برطيع	N
متاع	N
و	PRO
.	PUNCT
و	C
وحد	N
صفوف	N
شباب	N
نا	PRO
.	PUNCT
ل	P
ل	DET
انتماء	N
ل	P
ل	DET
ترجي	N
!	PUNCT
دخلت	VBD
ال	DET
بيت	N
متاع	N
ها	PRO
و	C
سكرت	VBD
على	P
روح	N
ها	PRO
و	C
حتى	N
ال	DET
نشدة	N
ما	N
نشدت	VBD
ش	NEG
على	P
ب	P
ابا	N
كي	P
ال	DET
عادة	N
.	PUNCT
أنو	VBD
لا	N
يصلح	VBZ
و	C
لا	N
يصلح	VBZ
.	PUNCT
ياسيدي	VBZ
ما	NEG
نطول	VBZ
ش	NEG
علي	P
كم	PRO
.	PUNCT
و	C
ال	DET
اعادة	N
متع	N
مات	VBD
ش	NEG
بن	N
ي	PRO
خلاد	N
و	C
قصان	N
ال	DET
ضو	N
متاع	N
مات	VBD
ش	NEG
حمام	N
ال	DET
انف	N
.	PUNCT
يزي	N
ماهزيت	VBD
و	C
نفضت	VBD
،	PUNCT
انا	PRO
تونس	N
ي	PRO
انتفضت	VBD
،	PUNCT
و	C
ما	N
تقول	VBZ
ش	NEG
تفضت	VBZ
و	C
ما	N
تقول	VBZ
ش	NEG
فهمت	VBD
نا	PRO
».	PUNCT
باش	PART
تعطي	VBZ
ك	PRO
هدية	N
.	PUNCT
فبحيث	N
ما	N
غلط	VBD
ش	NEG
اللي	REL
قال	N
بطولات	N
نا	PRO
بوديوم	N
و	C
ال	DET
مرتبة	N
ل	P
ولة	N
وبوطولات	VBD
كم	PRO
كي	P
تربحوا	VBZ
ال	DET
ترجي	N
.	PUNCT
ها	N
ي	PRO
بعثت	VBD
ل	P
سيد	N
ي	PRO
ب	P
وزيد	N
88	PUNCT
مليار	N
أش	N
تحبوا	VBZ
أكثر	N
من	P
هكا	N
؟	PUNCT
لا	N
شفاءا	N
لا	N
تفرهيد	N
.	PUNCT
باش	PART
نستنا	VBZ
ك	PRO
ما	N
ني	VBD
ش	NEG
مروح	N
كان	N
ما	N
تخرج	VBZ
.	PUNCT
ما	N
هو	PRO
الر	N
يس	N
علم	N
و	PRO
ال	DET
سفير	N
ال	DET
أمريكي	N
ال	DET
لعبة	N
هذه	DEM
.	PUNCT
و	C
ل	P
يوم	N
&	PUNCT
quot	FW
;	PUNCT
khouk	FW
,	PUNCT
hel	FW
8	PUNCT
alem	FW
baddalni	FW
khanwalli	FW
ghney	FW
w	FW
moughenni	FW
hani	FW
ma	FW
88adt	PUNCT
ken	FW
net8allem	PUNCT
seket	FW
lezemni	FW
netkallem	FW
dima	FW
ykassrouli	FW
fi	FW
rasi	FW
w	FW
8	PUNCT
atta	FW
jari	FW
echmen	FW
kazi	FW
li	FW
yt	FW
8	PUNCT
allem	FW
jomla	FW
yji	FW
yfazi	FW
enn	FW
8ess	PUNCT
fi	FW
ro8i	PUNCT
dephasé	FW
خو	N
ك	PRO
هلعالم	N
بدل	VBD
ني	PRO
خنو	VBD
ل	P
ي	PRO
غني	N
و	C
مغني	N
هاني	EMPH
ما	N
قعدت	VBD
كان	N
نتعلم	VBZ
ساكت	VBD
لازم	VBD
ني	PRO
ننتكلم	VBZ
ديما	N
يكاسرو	VBZ
ل	P
ي	PRO
في	P
راس	N
ي	PRO
و	C
حتى	N
جار	N
ي	PRO
اش	N
من	P
كازي	N
الي	REL
يتعلم	VBZ
جملة	N
يجي	VBZ
يفازي	VBZ
انحس	VBZ
في	P
روح	N
ي	PRO
ديفاز	N
ي	PRO
ey	FW
ey	FW
ey	FW
.	PUNCT
صور	N
ال	DET
صين	N
بين	N
ي	PRO
و	C
بين	N
و	PRO
.	PUNCT
قال	N
ك	N
تظامن	VBZ
مع	N
سيد	N
ي	PRO
ب	P
وزيد	N
،	PUNCT
أشبي	N
ها	PRO
سيد	N
ي	PRO
ب	P
وزيد	N
هز	VBD
ها	PRO
ال	DET
واد	N
وإلا	N
ال	DET
قياضنات	N
؟	PUNCT
ليلة	N
من	P
ال	DET
ليالي	N
،	PUNCT
وهوما	N
راقدين	N
.	PUNCT
ال	DET
سياسة	N
و	C
ال	DET
كورة	N
.	PUNCT
مالا	N
كيفاش	INTEROG
يتباع	VBZ
؟	PUNCT
ال	DET
حكاية	N
إحبو	VBD
إخلو	VBD
ال	DET
شباب	N
إدور	N
في	P
ال	DET
فارع	N
في	P
شيعة	N
و	C
سنة	N
.	PUNCT
تجربة	N
افكار	N
جديدة	N
تدفع	VBZ
الى	P
نماذج	N
من	P
ال	DET
سلو	N
ك	N
ال	DET
جديدة	N
و	C
يقصد	VBZ
وايتهد	N
ب	P
ال	DET
مغامرات	N
ال	DET
فكرية	N
ال	DET
افكار	N
اللي	REL
تسبق	VBZ
ال	DET
حوادث	N
و	C
تطلب	VBZ
ان	N
تتحقق	VBZ
.	PUNCT
يرفضو	VBZ
ه	PRO
ديراكت	VBD
.	PUNCT
جابوا	VBD
ل	P
هم	PRO
غسلوا	VBD
و	C
جو	N
هم	PRO
؟	PUNCT
يحل	VBZ
ها	N
.	PUNCT
و	C
تحض	VBZ
رو	N
و	C
تقعد	VBZ
تستن	VBZ
ى	N
ال	DET
فترة	N
ال	DET
مناسبة	N
(	PUNCT
اي	N
قصف	N
اسراءيل	N
ي	PRO
و	C
الا	N
مجزرة	N
امريكية	N
في	P
ال	DET
عراق	N
اي	N
ان	N
ك	PRO
ب	P
قدرة	N
رب	N
ي	PRO
ماكش	NEGCOP
باش	PART
تستنى	VBZ
برشة	N
)	PUNCT
باش	PART
تلانصي	VBZ
ال	DET
غناية	N
و	C
تولي	N
ال	DET
اولى	N
في	P
ال	DET
بث	N
.	PUNCT
و	C
انزيد	VBZ
انقول	VBZ
ل	P
لي	N
يحب	VBZ
يتجاهل	N
ال	DET
حكاية	N
هاذية	N
.	PUNCT
تعداد	N
سکان	N
ها	PRO
عام	N
8888	PUNCT
بلغ	N
888الفا	PUNCT
نسبة	N
ال	DET
عرب	N
في	N
ها	PRO
88	PUNCT
%.	PUNCT
كبر	N
ال	DET
بطن	N
و	C
فراغ	N
ال	DET
رأس	N
.	PUNCT
داخلين	N
ب	P
الر	N
بح	N
!	PUNCT
ال	DET
مرا	N
ال	DET
متعدية	N
يقيسو	VBZ
ها	PRO
طول	N
و	C
عرض	N
.	PUNCT
توة	N
كل	N
مسءول	N
و	C
لا	N
و	PRO
عيني	N
ه	PRO
على	P
أكتافو	VBD
.	PUNCT
له	N
نا	PRO
نحب	VBZ
نستحضر	VBZ
كلمات	N
كان	N
قال	N
هم	PRO
بيق	N
تراپ	VBZ
بو	N
ي	PRO
و	C
إل	N
ي	PRO
صراحة	N
تلخص	N
ال	DET
وضع	N
ال	DET
كل	N
:&	PUNCT
quot	FW
;	PUNCT
ممكن	N
أن	N
أتف	N
ه	PRO
م	P
إنزعاج	N
بعض	N
&	PUNCT
quot	FW
;	PUNCT
ال	DET
محافظين	N
&	PUNCT
quot	FW
;	PUNCT
من	P
برامج	N
قناة	N
نسمة	N
،	PUNCT
و	C
ل	P
كن	N
و	C
صف	VBD
ها	PRO
ب	P
ال	DET
صهيونية	N
فرد	N
مرة	N
ظاهر	VBD
ل	P
ي	PRO
مبالغ	N
في	N
ه	PRO
شوية	N
باش	PART
ما	N
نقول	VBZ
ش	NEG
حاجة	N
أخرى	N
،	PUNCT
ال	DET
مرة	N
ال	DET
جاية	N
إل	N
ي	PRO
باش	PART
يحل	VBZ
كعبة	N
دلاع	N
يلقا	VBZ
ها	PRO
ماسطة	N
باش	PART
يعمل	VBZ
ل	P
نا	PRO
جروب	N
على	P
فايسبوك	N
و	C
يدعو	VBZ
ل	P
ل	DET
قضاء	N
على	P
ال	DET
دلاع	N
ال	DET
صهيوني	N
.	PUNCT
لم	N
ينتب	VBD
ه	PRO
أحد	N
أو	N
يتساءل	VBZ
.	PUNCT
براف	VBD
و	PRO
مقداد	N
.	PUNCT
كيما	N
هاك	EMPH
ال	DET
وليدات	N
اللي	REL
خلاو	VBD
هم	PRO
و	C
ال	DET
ديهم	N
في	P
ال	DET
غابة	N
,	PUNCT
و	C
هربو	VBD
علي	P
هم	PRO
,	PUNCT
قعدو	VBD
&	PUNCT
quot	FW
;	PUNCT
لا	N
دار	N
و	C
لا	N
دوار	N
&	PUNCT
quot	FW
;	PUNCT
,	PUNCT
لا	N
اصل	N
لا	N
مفصل	N
,	PUNCT
لا	N
ساس	N
لا	N
مرجعيات	N
.	PUNCT
و	C
بدى	N
كل	N
واحد	N
إوشوشلو	VBD
في	P
وذن	N
و	PRO
.	PUNCT
حتى	N
تكون	VBZ
ال	DET
جمعية	N
ال	DET
رياضية	N
هاذي	DEM
.	PUNCT
أشنو	VBD
ه	N
ال	DET
ملك	N
إمتاع	N
ال	DET
ملك	N
؟	PUNCT
ب	P
ابا	N
.	PUNCT
ال	DET
مرفقات	N
:	PUNCT
ش	N
/	PUNCT
ط	N
.	PUNCT
و	C
من	N
بعد	PART
قالت	VBD
:	PUNCT
-	PUNCT
ما	N
تقعد	VBZ
ش	NEG
ما	VBD
شي	NEG
جا	N
ي	PRO
،	PUNCT
هك	N
إتنرفزن	N
ي	PRO
!	PUNCT
ياخذوا	VBZ
في	P
فلوس	N
ب	P
دون	N
جهد	N
ولا	N
تضحية	N
.	PUNCT
ال	DET
داهما	N
و	C
هو	PRO
يضحك	N
:	PUNCT
علاش	INTEROG
ما	N
عمر	N
ك	PRO
ما	N
شوفت	VBD
ني	PRO
متكستم	N
؟	PUNCT
بير	N
ه	PRO
غارق	N
ياسر	VBZ
،	PUNCT
عالم	N
الد	N
موع	N
!	PUNCT
و	C
من	N
ها	PRO
رجال	N
باب	N
سويقة	N
بعثوا	VBD
مرسول	N
ل	P
رجال	N
باب	N
جديد	N
.	PUNCT
ثقافة	N
مع	N
و	PRO
جة	N
ما	N
إتخرج	N
كان	N
ناس	N
إمعوجة	N
و	C
دكتاتورين	N
قبل	N
ما	N
إكونو	VBD
دكاترة	N
!	PUNCT
و	C
من	N
أراد	N
من	N
كم	PRO
طريق	N
ال	DET
حق	N
و	C
ال	DET
شهامة	N
و	C
ال	DET
رجولة	N
.	PUNCT
ما	N
و	PRO
قل	N
ي	PRO
حنبعل	N
ايعيش	N
بنت	N
ي	PRO
.	PUNCT
زينب	N
فراشة	N
في	P
شكل	N
إنسان	N
.	PUNCT
قلت	VBD
أستغفر	N
الله	N
.	PUNCT
و	C
حبست	VBD
ال	DET
حرب	N
جا	N
لوخيتو	VBD
و	PRO
ال	DET
صغي	N
رة	N
ال	DET
كويت	N
قال	N
ها	PRO
كاسك	N
ي	PRO
حق	N
ال	DET
دم	N
88	PUNCT
مليار	N
دولار	N
بر	N
ك	PRO
.	PUNCT
ممكن	N
نجموا	VBD
ناخذو	VBZ
في	P
ال	DET
سياق	N
هذا	N
قول	N
برتراند	N
فرج	VBD
ل	P
ي	PRO
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
نفت	VBZ
وزارة	N
ال	DET
خارجية	N
وجود	N
طلب	N
رسمي	N
جزاءر	N
ي	PRO
ل	P
استرجاع	N
مدفع	N
ب	P
ابا	N
مرزوق	N
من	P
فرنسا	N
،	PUNCT
على	P
عكس	N
ما	N
صرحت	VBD
ب	P
ه	PRO
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
مستشارة	N
ب	P
وزارة	N
ال	DET
دفاع	N
ال	DET
فرنسية	N
ال	DET
جمعة	N
ال	DET
ماضي	N
.	PUNCT
شكرا	N
على	P
غجتهاد	N
ك	PRO
و	C
ال	DET
قليب	N
متاع	N
ك	PRO
الي	REL
ظاهر	N
تعدى	N
ل	P
اولاد	N
ك	PRO
ال	DET
يوم	N
ريت	N
قرينتا	N
و	C
رجال	N
على	P
ال	DET
ميدان	N
براف	VBD
و	PRO
ال	DET
ملاعبية	N
أقوى	N
نكتة	N
مهبطين	N
ها	PRO
أيتام	N
شيبوب	N
من	P
تصر	N
ال	DET
وحيشي	N
يتصل	VBZ
ب	P
مجد	N
ي	PRO
ال	DET
تراوي	N
لإنتداب	N
ه	PRO
و	C
ال	DET
اعب	N
موافق	N
ناقصين	N
موعاقين	N
هع	N
هع	N
هع	N
ال	DET
حب	N
كل	N
و	PRO
مربوحة	N
إنشاء	N
الله	N
تي	N
عالأقل	N
نفرحو	VBZ
في	P
ال	DET
هوند	N
ب	P
ال	DET
له	N
بارس	N
ام	N
ك	PRO
يا	N
ادمين	N
سيب	N
علي	P
نا	PRO
باش	PART
اهز	N
ب	P
ال	DET
قصداوي	N
ولا	N
بازيكال	N
او	N
ماسي	VBD
ل	P
و	PRO
ب	P
ال	DET
يعقوبي	N
تيري	VBZ
الي	REL
يتعزز	VBZ
علي	P
نا	PRO
ب	P
ال	DET
بيرو	N
ال	DET
مزيان	N
الي	REL
هرب	N
علي	P
نا	PRO
ال	DET
جوارات	N
فرنسيس	N
سايدو	VBD
تاغوي	VBZ
.	PUNCT
كما	N
ان	N
ال	DET
ملعب	N
سيستقبل	N
اكثر	N
من	P
طاقة	N
استعاب	N
ه	PRO
غدا	N
.	PUNCT
ال	DET
حاكم	N
إنسا	N
ه	PRO
!	PUNCT
نمشيو	VBZ
نتنازل	VBD
و	PRO
على	P
ال	DET
وطنية	N
ب	P
ال	DET
سهولة	N
هاذية	N
.	PUNCT
هي	PRO
رب	N
ي	PRO
معا	N
ك	PRO
و	C
سايس	N
روح	N
ك	PRO
يا	N
خو	N
يا	PRO
&	PUNCT
lt	FW
;	PUNCT
p	FW
&	PUNCT
gt	FW
;	PUNCT
ال	DET
نظرية	N
هاذي	DEM
ال	DET
فرنسيس	N
رد	N
و	C
ها	VBD
ل	P
نا	PRO
حاجة	N
كبيرة	N
،	PUNCT
وه	N
ي	PRO
كيف	P
نجيو	VBZ
نشوفو	VBZ
حكاية	N
فارغة	N
عداو	VBD
ها	PRO
بي	N
ها	PRO
على	P
ال	DET
أمريكان	N
و	C
برشة	N
بلدان	N
أخرى	N
اللي	REL
خذات	VBD
بي	N
ها	PRO
في	P
تنظيم	N
ال	DET
سلطة	N
متاع	N
ها	PRO
،	PUNCT
غفلو	VBD
هم	PRO
مساكن	N
و	C
قعدو	VBD
يعايرو	VBZ
في	N
هم	PRO
على	P
مدى	N
ال	DET
دهر	N
،	PUNCT
قال	N
آشنوة	N
نح	N
نا	PRO
علمنا	VBD
كم	PRO
ال	DET
حرية	N
و	C
ال	DET
ديموقراطية	N
.	PUNCT
في	P
ساءر	N
ال	DET
ايام	N
يخدم	VBZ
صانع	N
شيشة	N
في	P
ال	DET
قهوة	N
.	PUNCT
هز	N
وه	N
مقابل	N
ه	PRO
ل	P
ل	DET
حبس	N
.	PUNCT
وأنا	VBD
تعرفو	VBZ
ني	PRO
مانخاف	N
من	P
حد	N
.	PUNCT
تحركو	VBZ
حسسو	VBD
نا	PRO
ان	N
كم	PRO
تخافوا	VBZ
علي	N
مصلحة	N
ال	DET
فريق	N
.	PUNCT
في	P
صدر	N
و	PRO
باش	PART
ما	N
إيطلعش	N
ال	DET
عصى	N
.	PUNCT
ال	DET
مشهد	N
ال	DET
رياضي	N
ال	DET
وطني	N
ال	DET
حالي	N
،	PUNCT
و	C
ب	P
من	N
شاءت	VBD
ال	DET
اقدار	N
أن	N
يكونوا	VBZ
أبطال	N
ه	PRO
و	C
هم	N
في	P
أغلب	N
هم	PRO
ان	N
لم	N
أقل	N
كل	N
هم	PRO
متخصصون	N
في	P
ال	DET
حياكة	N
نعم	VBZ
حياكة	N
ال	DET
شر	N
و	C
ال	DET
كراهية	N
و	C
ال	DET
سبب	N
ال	DET
ترجي	N
أم	N
ال	DET
نوادي	N
.	PUNCT
في	P
ال	DET
اثناء	N
.	PUNCT
حتى	N
من	P
ال	DET
ياسمين	N
ما	N
سلم	VBD
ش	NEG
.	PUNCT
برة	N
انسكتو	VBZ
هم	PRO
ب	P
ل	DET
قيب	N
.	PUNCT
رجال	N
باب	N
جديد	N
ما	NEG
عجبت	VBD
هم	PRO
ش	NEG
ال	DET
تصرفات	N
هاذي	DEM
.	PUNCT
تست	N
.	PUNCT
هي	PRO
وسيطة	N
هوى	N
خلات	N
ال	DET
بطل	N
&	PUNCT
quot	FW
;	PUNCT
ال	DET
هاشمي	N
&	PUNCT
quot	FW
;	PUNCT
يعرف	VBZ
تجربت	N
و	PRO
ال	DET
جنسية	N
ال	DET
اولى	N
مع	N
&	PUNCT
quot	FW
;	PUNCT
امينة	N
&	PUNCT
quot	FW
;.	PUNCT
ثم	PART
حتى	N
برشة	N
فلوس	N
إيطيح	N
في	P
ال	DET
قاعة	N
باش	PART
تبدى	VBZ
ال	DET
رجال	N
إتبربش	N
في	N
ها	PRO
كالدجاج	N
.	PUNCT
صف	N
رو	N
معا	N
نا	PRO
في	P
ال	DET
قيراج	N
و	C
ال	DET
بيلوز	N
.	PUNCT
و	C
في	N
أذن	N
ي	PRO
ب	P
مشاكل	N
ها	PRO
هامسا	N
.	PUNCT
و	C
ال	DET
سواحلية	N
فاهمين	N
ال	DET
لعبة	N
.	PUNCT
و	C
ال	DET
لي	N
عملت	VBD
ال	DET
حنة	N
نرمييو	VBZ
ل	P
ها	PRO
و	C
ال	DET
لي	N
عرست	VBD
نرمييو	VBZ
ل	P
ها	PRO
.	PUNCT
ب	P
ابا	N
ما	N
عمر	N
و	PRO
ما	N
عطا	VBD
ني	PRO
مصروف	N
ي	PRO
و	C
الا	N
قال	N
بر	N
ا	N
ولد	N
ي	PRO
ما	N
ك	PRO
تقرا	VBZ
ب	P
عيد	N
،	PUNCT
شد	N
باش	PART
تشري	VBZ
فطور	N
ك	PRO
و	C
أنا	N
نهار	N
كامل	N
مشنقل	N
في	P
ال	DET
كار	N
ال	DET
صفراء	N
،	PUNCT
و	C
ساق	N
في	P
ال	DET
كار	N
و	C
ساق	N
في	P
ال	DET
هواء	N
ال	DET
برا	N
و	C
كان	N
لبست	VBD
حاجة	N
زبورة	N
نوصل	VBZ
بي	N
ها	PRO
مهنتلة	N
ل	P
ل	DET
فاك	N
و	C
نمشي	VBZ
في	P
ال	DET
ظلام	N
و	C
نروح	VBZ
في	P
ال	DET
ظلام	N
،	PUNCT
و	C
هاذاكا	N
ال	DET
كل	N
و	C
مشكلة	N
أم	N
ي	PRO
نحب	VBZ
ها	PRO
تطلق	VBZ
من	P
ب	P
ابا	N
و	C
نخرج	VBZ
نكر	N
ي	PRO
أنا	N
و	C
يا	N
ها	PRO
و	C
حد	N
نا	PRO
.	PUNCT
وقت	N
إلل	N
ي	N
فكر	VBD
ه	PRO
اتجي	N
ك	PRO
انت	PRO
ل	P
ولان	N
ي	PRO
،	PUNCT
ما	N
ك	PRO
إتسجل	N
ها	PRO
:	PUNCT
تول	VBZ
ى	N
ملك	N
ك	PRO
!	PUNCT
مور	VBD
و	PRO
:	PUNCT
هاني	EMPH
نسايس	VBZ
في	N
ك	PRO
كيما	N
وص	N
ان	N
ي	PRO
مهدي	N
.	PUNCT
و	C
لكن	N
ه	PRO
هجوم	N
يا	PRO
قادر	N
على	P
ال	DET
إضافة	N
.	PUNCT
راهي	EMPH
قاتل	N
ي	PRO
الي	REL
هي	PRO
من	P
سلالة	N
محمد	N
رسول	N
الله	N
.	PUNCT
ال	DET
سلطان	N
ب	P
يد	N
و	PRO
.	PUNCT
فحرام	N
علي	P
كم	PRO
أن	N
تحشرو	VBZ
ه	PRO
في	P
ال	DET
نفاق	N
و	C
ال	DET
كذب	N
و	C
ال	DET
أخلاق	N
ال	DET
عادما	N
.	PUNCT
فيق	N
و	C
بديت	VBD
نظرب	VBZ
في	N
ه	PRO
على	P
وجه	N
و	PRO
.	PUNCT
لأن	N
ي	PRO
أحب	N
هم	PRO
يا	N
حبيب	N
ي	PRO
ال	DET
منتدى	N
.	PUNCT
لازم	N
نلقا	VBZ
ها	PRO
!	PUNCT
ب	P
ال	DET
له	N
و	C
غدوة	N
كي	P
و	C
ل	P
ي	PRO
اعيطل	VBD
و	PRO
رءيس	N
جمعيت	VBD
و	PRO
le	FW
vieux	FW
آش	N
يعمل	VBZ
.	PUNCT
توة	N
كل	N
مسءول	N
و	C
لا	N
و	PRO
عيني	N
ه	PRO
على	P
أكتافو	VBD
.	PUNCT
ال	DET
داهما	N
:	PUNCT
بر	N
ا	N
هاهوكا	N
في	P
ال	DET
بيت	N
كنت	VBD
انا	PRO
نسيرج	VBZ
بي	N
ه	PRO
.	PUNCT
ب	P
ال	DET
تفرفيش	N
و	C
ال	DET
طلامس	N
و	C
ال	DET
تبقشيش	N
.	PUNCT
و	C
كلفو	VBD
ني	PRO
ب	P
ملف	N
ال	DET
حكم	N
ال	DET
مسعي	N
.	PUNCT
و	C
في	P
حركت	VBD
هم	PRO
أل	N
ي	PRO
ما	N
إتنج	N
م	P
إتكون	N
كان	N
تحت	N
إسم	N
.	PUNCT
و	C
علاش	INTEROG
لا	N
طرح	N
ها	PRO
ل	P
ل	DET
نقاش	N
في	P
ال	DET
برلمان	N
ل	P
ان	N
و	PRO
حال	N
يا	PRO
مافماش	N
غير	N
ال	DET
برلمان	N
ب	P
ال	DET
اطياف	N
ال	DET
سياسية	N
اللي	REL
تمثلو	VBD
ينجم	VBZ
يجزم	VBZ
في	P
قضية	N
&	PUNCT
quot	FW
;	PUNCT
تركري	VBZ
ك	PRO
ال	DET
هريسة	N
&	PUNCT
quot	FW
;	PUNCT
في	P
سلاطة	N
ال	DET
بلانكيت	N
.	PUNCT
مدير	N
منتدى	N
جماهير	N
ال	DET
افريقي	N
.	PUNCT
قاتل	N
و	PRO
ما	N
كنت	VBD
لااس	N
علي	P
ك	PRO
و	C
كنا	N
في	P
خير	N
.	PUNCT
قرب	VBD
ل	P
ي	PRO
و	C
قال	N
ي	PRO
:	PUNCT
من	P
خص	N
ال	DET
قرد	N
كان	N
سروال	N
.	PUNCT
وأمام	N
جهل	N
ي	PRO
ب	P
ميدان	N
ها	PRO
.	PUNCT
عجب	N
وهكة	N
يا	N
سي	N
كمال	N
.	PUNCT
داخلة	N
في	P
منظومة	N
مقاومة	N
ال	DET
احتلال	N
.	PUNCT
فما	PART
علي	P
ه	PRO
الا	N
لأسياد	N
ه	PRO
وبرأس	N
ه	PRO
مطءطءا	N
و	C
من	P
عما	N
.	PUNCT
لأن	N
كل	N
من	P
أتم	N
تعليم	N
ه	PRO
يكتف	VBZ
يدي	N
